name,dom,V,E,MS_bef_MoveBlockG,MS_aft_MoveBlockG,MS_bef_MoveBlockF,MS_aft_MoveBlockF,SPAC_bef_MoveBlockG,SPAC_aft_MoveBlockG,SPAC_bef_MoveBlockF,SPAC_aft_MoveBlockF,SHEEP_bef_MoveBlockG,SHEEP_aft_MoveBlockG,SHEEP_bef_MoveBlockF,SHEEP_aft_MoveBlockF,NE_bef_MoveBlockG,NE_aft_MoveBlockG,NE_bef_MoveBlockF,NE_aft_MoveBlockF
mplate,misc,5962,68114,2.87756,1.95018,2.87756,1.90322,2.84004,2.19876,2.84004,2.16472,5.46847,4.15934,5.46847,4.36598,1.90188,1.89198,1.90188,1.88341
mri1,misc,131178,589816,2.36860,1.48603,2.36860,1.47754,1.53844,1.45522,1.53844,1.45481,2.31886,2.08559,2.31886,2.08935,1.57069,1.57028,1.57069,1.57014
mri2,misc,125384,569157,2.08729,1.29452,2.08729,1.27564,1.27041,1.24462,1.27041,1.24452,1.94401,1.74567,1.94401,1.74194,1.41000,1.40928,1.41000,1.40667
msc01050,misc,1050,14053,4.88952,2.63810,4.88952,2.64095,2.80300,2.48977,2.80300,2.47326,4.60095,3.97714,4.60095,3.92952,2.74381,2.61143,2.74381,2.59740
msc01440,misc,1440,22415,3.76389,2.37708,3.76389,2.47986,2.63667,2.28013,2.63667,2.29642,8.46875,6.39236,8.46875,6.16806,2.41458,2.34653,2.41458,2.32410
msc04515,misc,4515,46596,1.85471,1.42148,1.85471,1.44718,1.69047,1.54864,1.69047,1.54458,2.98627,2.30388,2.98627,2.39114,1.50365,1.48527,1.50365,1.47497
msc10848,misc,10848,609465,3.43630,1.95391,3.43630,2.00258,2.42861,2.06746,2.42861,2.04968,5.58343,4.53217,5.58343,3.941,1.79766,1.72202,1.79766,1.70345
msc23052,misc,23052,565881,1.71955,1.30548,1.71955,1.31646,1.45421,1.31332,1.45421,1.30846,2.21812,1.86344,2.21812,1.84418,1.32205,1.30442,1.32205,1.30279
mult-dcop-01,misc,25187,116702,1.97284,1.33569,1.97284,1.21388,1.81573,1.49726,1.81573,1.49341,1.44205,1.37555,1.44205,1.36805,1.45682,1.45281,1.45682,1.45259
mult-dcop-02,misc,25187,116702,1.97284,1.33569,1.97284,1.21388,1.81573,1.49726,1.81573,1.49341,1.44205,1.37555,1.44205,1.36805,1.70231,1.69590,1.70231,1.69445
mult-dcop-03,misc,25187,116682,1.96038,1.27332,1.96038,1.22496,1.82249,1.50394,1.82249,1.49985,1.44241,1.37408,1.44241,1.36809,1.65415,1.65062,1.65415,1.64887
munmun-digg-reply,misc,22891,22890,1.00275,1.00275,1.00275,1.00004,1.00275,1.00275,1.00275,1.00275,1.00271,1.00271,1.00271,1.00271,1.00000,1.00000,1.00000,1.00000
munmun-twitter-social,misc,2503,2502,1.02397,1.02397,1.02397,1.00040,1.02517,1.02517,1.02517,1.02517,1.02477,1.02477,1.02477,1.02477,1.00000,1.00000,1.00000,1.00000
Muu,misc,7102,81516,1.77992,1.23881,1.77992,1.26753,1.49768,1.32951,1.49768,1.31227,1.97789,1.68347,1.97789,1.60406,1.29963,1.24585,1.29963,1.24441
n2c6-b5,misc,4945,29638,5.74734,3.68129,5.74734,3.67583,3.77406,3.53669,3.77406,3.53566,4.55086,4.22427,4.55086,4.21638,3.81678,3.80934,3.81678,3.81052
n2c6-b6,misc,5715,39880,6.74635,4.22642,6.74635,4.22485,4.36554,4.04413,4.36554,4.04287,5.60612,5.06702,5.60612,5.05039,4.33876,4.33382,4.33876,4.33018
n2c6-b7,misc,5715,31872,5.38880,3.55888,5.38880,3.55293,3.69640,3.44230,3.69640,3.44301,4.72581,4.29624,4.72581,4.1881,3.61400,3.60906,3.61400,3.60892
n3c6-b5,misc,5005,29007,5.50987,3.59281,5.50987,3.58921,3.69146,3.46230,3.69146,3.46250,4.18921,3.97423,4.18921,3.94246,3.61658,3.61066,3.61658,3.60619
n3c6-b6,misc,6435,43508,6.37434,4.04180,6.37434,4.02999,4.06784,3.80388,4.06784,3.80324,4.64025,4.37078,4.64025,4.34328,4.07708,4.07459,4.07708,4.06931
n3c6-b7,misc,6435,25740,3.94343,2.90365,3.94343,2.90163,2.53714,2.44578,2.53714,2.44499,3.04507,3.04211,3.04507,3.03465,2.99643,2.99394,2.99643,2.99378
n3c6-b8,misc,6435,44346,6.46444,4.03574,6.46444,4.02720,4.15594,3.87283,4.15594,3.87251,5.04103,4.63061,5.04103,4.63403,4.17669,4.17125,4.17669,4.17051
n3c6-b9,misc,4935,25077,4.98900,3.32928,4.98900,3.32989,3.36788,3.16623,3.36788,3.16582,4.31125,3.9309,4.31125,3.8383,3.41499,3.41135,3.41499,3.40479
n4c5-b5,misc,4340,25987,6.01205,3.82189,6.01205,3.80922,3.94403,3.68539,3.94403,3.68822,4.77166,4.32189,4.77166,4.31406,3.84562,3.83890,3.84562,3.83848
n4c5-b6,misc,4735,33020,6.96235,4.30032,6.96235,4.29736,4.44681,4.09982,4.44681,4.10133,5.56431,5.08342,5.56431,5.06695,4.40106,4.39367,4.40106,4.39345
n4c5-b7,misc,4735,29034,6.25482,4.01774,6.25482,4.00591,4.14168,3.85941,4.14168,3.86071,5.07878,4.65892,5.07878,4.56494,4.06230,4.05653,4.06230,4.05364
n4c5-b8,misc,3635,17020,4.89029,3.22063,4.89029,3.22558,3.30078,3.08582,3.30078,3.08469,4.00605,3.6663,4.00605,3.6121,3.28198,3.27400,3.28198,3.27261
n4c6-b10,misc,186558,1456244,6.07203,3.81438,6.07203,3.79894,3.87487,3.61638,3.87487,3.61886,5.04446,4.65568,5.04446,4.56802,3.81653,3.81520,3.81653,3.81624
n4c6-b11,misc,132402,830777,5.05249,3.16814,5.05249,3.15385,3.14723,2.93807,3.14723,2.93906,4.10899,3.80295,4.10899,3.70186,3.31697,3.31663,3.31697,3.31627
n4c6-b12,misc,69235,332823,3.75444,2.39200,3.75444,2.38553,2.50580,2.32350,2.50580,2.32482,3.24027,3.03267,3.24027,2.9502,2.71724,2.71621,2.71724,2.71607
n4c6-b13,misc,25605,88177,2.75597,1.81722,2.75597,1.81148,1.95131,1.80899,1.95131,1.80951,2.44765,2.28944,2.44765,2.26124,2.08971,2.08593,2.08971,2.08545
n4c6-b3,misc,5970,23296,4.01149,2.69749,4.01149,2.68744,2.49063,2.38120,2.49063,2.38103,2.86164,2.70704,2.86164,2.66499,2.65745,2.64448,2.65745,2.64188
n4c6-b4,misc,20058,100237,4.53140,2.91988,4.53140,2.90827,2.73849,2.61118,2.73849,2.61138,3.27909,3.07957,3.27909,3.05025,2.97133,2.96808,2.97133,2.96720
n4c6-b5,misc,51813,310569,4.95417,3.16480,4.95417,3.15212,2.96622,2.81042,2.96622,2.81085,3.7826,3.47976,3.7826,3.45112,3.29188,3.29049,3.29188,3.29047
n4c6-b6,misc,104115,728763,5.46397,3.45091,5.46397,3.43995,3.32224,3.14595,3.32224,3.14646,4.36736,3.95855,4.36736,3.94228,3.57105,3.57058,3.57105,3.57026
n4c6-b7,misc,163215,1305534,6.08215,3.75045,6.08215,3.72941,3.77776,3.53633,3.77776,3.53904,5.01306,4.48375,5.01306,4.46114,3.97376,3.97340,3.97376,3.97335
n4c6-b8,misc,198895,1789879,5.22290,4.13864,5.22290,4.12690,4.13745,3.86433,4.13745,3.86623,5.76776,5.16803,5.76776,5.14792,4.37600,4.37576,4.37600,4.37561
n4c6-b9,misc,198895,1865334,5.42588,4.26902,5.42588,4.24791,4.34103,4.01546,4.34103,4.01914,6.02508,5.53717,6.02508,5.53097,4.36862,4.36841,4.36862,4.36840
Na5,misc,5832,149899,7.31704,3.78326,7.31704,4.07270,3.71947,3.28334,3.71947,3.29594,8.70748,6.43484,8.70748,6.70799,3.45542,3.43810,3.45542,3.43588
nasa1824,misc,1824,18692,2.71217,1.74726,2.71217,1.74616,2.28248,1.97402,2.28248,1.97513,3.00658,2.37719,3.00658,2.29934,1.80154,1.74862,1.80154,1.71162
nasa2146,misc,2146,35052,2.81827,1.87605,2.81827,1.96645,2.22868,1.99200,2.22868,1.98059,2.44781,2.20503,2.44781,2.19478,1.97763,1.86193,1.97763,1.85042
nasa2910,misc,2910,85693,4.65430,2.46220,4.65430,2.45636,2.27825,1.96745,2.27825,1.93870,5.58041,4.4268,5.58041,4.16254,2.16323,2.04129,2.16323,1.98488
nasa4704,misc,4704,50026,2.11161,1.46918,2.11161,1.47321,1.85447,1.67420,1.85447,1.66942,2.36118,2.03465,2.36118,1.97555,1.53529,1.51026,1.53529,1.50978
nasasrb,misc,54870,1311227,1.85957,1.20488,1.85957,1.22493,1.37097,1.30482,1.37097,1.30494,3.6864,3.02336,3.6864,2.96195,1.31819,1.31449,1.31819,1.31179
ncvxbqp1,misc,50000,149984,1.11652,1.08644,1.11652,1.08624,1.11952,1.09422,1.11952,1.09412,2.535,2.0621,2.535,1.78874,1.34848,1.34817,1.34848,1.34788
ncvxqp1,misc,12111,33426,2.06566,1.43597,2.06566,1.42878,1.60548,1.48757,1.60548,1.48592,2.43349,1.87928,2.43349,1.90389,1.46421,1.46346,1.46421,1.46338
ncvxqp3,misc,75000,224982,1.28400,1.21305,1.28400,1.20912,1.29601,1.22664,1.29601,1.22539,2.68473,2.31031,2.68473,2.13424,1.37735,1.37720,1.37735,1.37713
ncvxqp5,misc,62500,187483,1.28523,1.21842,1.28523,1.21594,1.28618,1.22931,1.28618,1.22843,2.69838,2.26701,2.69838,2.0244,1.35632,1.35605,1.35632,1.35586
ncvxqp7,misc,87500,262481,1.28147,1.21406,1.28147,1.21073,1.29608,1.22371,1.29608,1.22151,2.69368,2.31967,2.69368,2.12797,1.40919,1.40905,1.40919,1.40894
ncvxqp9,misc,16000,22493,1.10312,1.09956,1.10312,1.09956,1.10319,1.09969,1.10319,1.09950,1.39938,1.294,1.39938,1.27125,1.18731,1.18425,1.18731,1.18063
nd3k,misc,9000,1635345,13.15106,10.11620,13.15106,5.87378,6.02607,5.85389,6.02607,4.79740,25.4409,25.4409,25.4409,21.1046,3.93067,3.93067,3.93067,3.83344
nd6k,misc,4084,261948,5.07248,2.84427,5.07248,2.88908,3.00139,2.59521,3.00139,2.59495,15.169,9.7309,15.169,8.77571,2.80828,2.72439,2.80828,2.71572
nemeth01,misc,9506,357774,2.00771,1.25763,2.00771,1.27088,1.26499,1.24869,1.26499,1.24869,8.52167,6.92731,8.52167,6.12739,1.38849,1.36303,1.38849,1.35118
nemeth02,misc,9506,192651,1.29476,1.15190,1.29476,1.15422,1.16810,1.15538,1.16810,1.15538,7.25384,6.12161,7.25384,5.32622,1.21355,1.20124,1.21355,1.19752
nemeth03,misc,9506,192651,1.29476,1.15190,1.29476,1.15422,1.16810,1.15538,1.16810,1.15538,7.25384,6.12161,7.25384,5.32622,1.21692,1.20471,1.21692,1.19646
nemeth04,misc,9506,192651,1.29476,1.15190,1.29476,1.15422,1.16810,1.15538,1.16810,1.15538,7.25384,6.12161,7.25384,5.32622,1.21976,1.20433,1.21976,1.19693
nemeth05,misc,9506,192651,1.29476,1.15190,1.29476,1.15422,1.16810,1.15538,1.16810,1.15538,7.25384,6.12161,7.25384,5.32622,1.21965,1.19567,1.21965,1.19319
nemeth06,misc,9506,192651,1.29476,1.15190,1.29476,1.15422,1.16810,1.15538,1.16810,1.15538,7.25384,6.12161,7.25384,5.32622,1.21229,1.19664,1.21229,1.18483
nemeth07,misc,9506,192653,1.29476,1.15190,1.29476,1.15422,1.16474,1.15369,1.16474,1.15369,7.25342,6.04534,7.25342,5.29518,1.22165,1.19939,1.22165,1.19419
nemeth08,misc,9506,192655,1.29476,1.15190,1.29476,1.15422,1.16674,1.15559,1.16674,1.15559,7.25468,6.06385,7.25468,5.32695,1.22144,1.20016,1.22144,1.19630
nemeth09,misc,9506,193000,1.28677,1.15085,1.28677,1.15306,1.16695,1.15443,1.16695,1.15443,7.38491,6.25279,7.38491,5.47822,1.22186,1.19945,1.22186,1.20226
nemeth10,misc,9506,195971,1.29003,1.14917,1.29003,1.15285,1.17294,1.15495,1.17294,1.15443,7.37745,6.24458,7.37745,5.70755,1.21944,1.20446,1.21944,1.19020
nemeth11,misc,9506,199379,1.29602,1.15096,1.29602,1.16021,1.17326,1.15327,1.17326,1.15327,7.6518,6.44509,7.6518,5.83284,1.22765,1.20253,1.22765,1.19104
nemeth12,misc,9506,218656,1.73105,1.17000,1.73105,1.17989,1.19114,1.17031,1.19114,1.17031,8.02199,6.8502,8.02199,6.56964,1.26183,1.23902,1.26183,1.23427
nemeth13,misc,9506,232483,1.75568,1.18157,1.75568,1.18378,1.19809,1.18167,1.19809,1.18167,7.86156,6.5101,7.86156,5.80034,1.28193,1.25726,1.28193,1.23943
nemeth14,misc,9506,243319,1.77756,1.18746,1.77756,1.18588,1.20692,1.18567,1.20692,1.18567,8.53493,7.37376,8.53493,6.75615,1.29602,1.26836,1.29602,1.25799
nemeth15,misc,9506,265148,1.82404,1.20250,1.82404,1.20345,1.22901,1.20871,1.22901,1.20871,7.58005,6.36061,7.58005,5.78414,1.30938,1.28540,1.30938,1.28055
nemeth16,misc,9506,288753,1.86494,1.22060,1.86494,1.21586,1.23354,1.22039,1.23354,1.22039,7.18483,5.87629,7.18483,5.49064,1.32611,1.30244,1.32611,1.29957
nemeth17,misc,9506,310057,1.89831,1.23511,1.89831,1.23248,1.24616,1.23133,1.24616,1.23133,8.71176,7.11403,8.71176,6.43288,1.34610,1.31401,1.34610,1.31248
nemeth18,misc,9506,342864,1.94453,1.25331,1.94453,1.25920,1.27151,1.25447,1.27151,1.25447,7.83095,6.54103,7.83095,6.336,1.37103,1.34284,1.37103,1.33810
nemeth19,misc,9506,404398,2.07623,1.30812,2.07623,1.30770,1.39175,1.33224,1.39175,1.33224,8.86735,7.48159,8.86735,7.0445,1.45235,1.43387,1.45235,1.41237
nemeth20,misc,9506,481182,1.73101,1.36398,1.73101,1.37618,1.45593,1.38558,1.45593,1.38547,10.472,8.47444,10.472,7.56249,1.53493,1.49474,1.53493,1.46826
nemeth21,misc,9506,582120,1.87639,1.43835,1.87639,1.44993,1.52541,1.45220,1.52541,1.45199,11.7725,9.52504,11.7725,8.67494,1.61004,1.56775,1.61004,1.52998
nemeth22,misc,9506,674663,2.68342,2.06417,2.68342,1.56396,1.61609,1.56991,1.61609,1.52163,11.4338,10.4873,11.4338,7.98643,1.75016,1.75016,1.75016,1.70543
nemeth23,misc,9506,748652,2.81976,2.16905,2.81976,1.62813,1.68380,1.63569,1.68380,1.58011,12.7953,11.8527,12.7953,9.29234,1.79718,1.79718,1.79718,1.71955
nemeth24,misc,9506,748522,2.83098,2.17768,2.83098,1.62455,1.69861,1.65007,1.69861,1.58644,13.3934,12.3531,13.3934,9.62876,1.75826,1.75826,1.75826,1.71113
nemeth25,misc,9506,751126,2.83481,2.18062,2.83481,1.60509,1.69109,1.64277,1.69109,1.58698,13.4287,12.3719,13.4287,10.6702,1.82201,1.82201,1.82201,1.76636
nemeth26,misc,9506,751127,2.83837,2.18336,2.83837,1.60688,1.69827,1.64975,1.69827,1.58579,13.4203,12.3884,13.4203,10.422,1.81548,1.81548,1.81548,1.76543
nemsemm1,misc,75310,1050216,1.75357,1.16036,1.75357,1.06917,1.05343,1.04535,1.05343,1.04532,1.26597,1.20352,1.26597,1.20688,1.55961,1.54539,1.55961,1.53835
nemsemm2,misc,48875,181049,1.90778,1.32280,1.90778,1.14465,1.10995,1.10224,1.10995,1.10216,1.39433,1.3065,1.39433,1.28814,1.49760,1.48511,1.49760,1.35486
nemspmm1,misc,8903,55834,2.71571,1.79018,2.71571,1.76570,1.72307,1.61702,1.72307,1.61289,2.83107,2.55858,2.83107,2.51028,1.84095,1.83036,1.84095,1.82759
nemspmm2,misc,8734,68224,3.02610,1.77490,3.02610,1.77112,1.77240,1.63394,1.77240,1.63207,2.98237,2.68434,2.98237,2.65045,1.89203,1.87549,1.89203,1.86822
nemswrld,misc,28545,192261,2.19103,1.57215,2.19103,1.55271,1.52988,1.45004,1.52988,1.44804,2.82599,2.5718,2.82599,2.52668,1.88348,1.87605,1.88348,1.87546
neos,misc,515905,1047675,1.20901,1.05676,1.20901,1.05372,1.03840,1.03330,1.03840,1.03327,1.19492,1.1854,1.19492,1.18595,1.05879,1.05777,1.05879,1.05727
neos1,misc,133473,468009,2.31616,1.52539,2.31616,1.50777,1.22207,1.21843,1.22207,1.21837,1.38902,1.38902,1.38902,1.38902,1.42502,1.41292,1.42502,1.41085
neos2,misc,134128,552519,2.44052,1.42103,2.44052,1.40855,1.21443,1.20893,1.21443,1.20894,1.30239,1.30238,1.30239,1.30238,1.34153,1.32547,1.34153,1.32148
neos3,misc,518832,2055024,2.57114,1.81823,2.57114,1.81418,1.18727,1.18622,1.18727,1.18622,1.76431,1.76426,1.76431,1.75546,1.58594,1.58594,1.58594,1.58593
net100,misc,29920,1001640,11.17490,3.66434,11.17490,4.92062,2.24069,2.07546,2.24069,2.05994,6.21748,6.17172,6.21748,6.18773,6.50237,6.44762,6.50237,6.35491
net125,misc,36720,1270240,10.86650,3.46991,10.86650,4.41351,2.30597,2.12342,2.30597,2.11731,5.68399,5.64357,5.68399,5.65893,6.45038,6.39289,6.45038,6.27677
net150,misc,43520,1538840,10.25230,3.29575,10.25230,4.46530,2.32054,2.14048,2.32054,2.13176,6.80469,6.80469,6.80469,6.80469,5.72454,5.68185,5.72454,5.65394
net25,misc,9520,195840,7.71324,3.22132,7.71324,3.77395,2.51371,2.36732,2.51371,2.35104,4.18172,4.15641,4.18172,4.15819,4.62248,4.56576,4.62248,4.51408
net4-1,misc,88343,1176692,1.77016,1.19521,1.77016,1.05895,1.17449,1.10833,1.17449,1.10723,1.19215,1.17379,1.19215,1.14522,1.24083,1.22725,1.24083,1.21323
net50,misc,16320,464440,10.32050,3.37341,10.32050,4.57586,2.27165,2.07963,2.27165,2.06438,8.26023,8.20907,8.26023,8.21091,4.83272,4.71791,4.83272,4.71673
net75,misc,23120,733040,10.93940,3.61782,10.93940,4.93019,2.25627,2.08121,2.25627,2.04322,8.7481,8.72128,8.7481,8.65588,5.85631,5.79516,5.85631,5.77548
nl,misc,15317,46034,2.44698,1.66005,2.44698,1.65737,1.75128,1.67600,1.75128,1.67568,2.27923,2.06085,2.27923,2.04002,1.82908,1.82830,1.82908,1.82614
nmos3,misc,18588,184003,1.78417,1.18587,1.78417,1.18937,1.59893,1.34011,1.59893,1.31429,3.71616,2.87417,3.71616,2.81504,1.20852,1.20002,1.20852,1.19731
nopoly,misc,10774,30034,1.12586,1.09152,1.12586,1.09022,1.12335,1.10191,1.12335,1.10163,1.74197,1.42825,1.74197,1.35233,1.11583,1.11433,1.11583,1.11268
nopss-11k,misc,11197,21059,1.06484,1.04305,1.06484,1.04233,1.04724,1.04055,1.04724,1.04037,1.0802,1.0526,1.0802,1.04769,1.06662,1.05448,1.06662,1.05141
NotreDame-actors,misc,385051,1470304,2.47912,1.78538,2.47912,1.75077,2.14915,1.81003,2.14915,1.80942,2.86669,2.46419,2.86669,2.48096,1.84692,1.84537,1.84692,1.84149
NotreDame-www,misc,253373,757365,1.13667,1.05259,1.13667,1.04231,1.06277,1.04237,1.06277,1.04203,1.16929,1.10124,1.16929,1.10061,1.13213,1.11583,1.13213,1.11205
ns3Da,misc,20414,830196,2.90100,1.81640,2.90100,1.76452,5.84251,4.71167,5.84251,4.68865,14.1732,9.02787,14.1732,9.71892,1.70138,1.68012,1.70138,1.67902
nsct,misc,37563,697738,3.40151,1.89149,3.40151,1.85331,2.06763,1.87808,2.06763,1.88216,3.8178,3.10691,3.8178,3.14826,1.73631,1.72050,1.73631,1.71925
nsir,misc,10057,154939,4.21945,2.10132,4.21945,2.11564,2.52900,2.28635,2.52900,2.27428,6.14418,4.92552,6.14418,5.26668,2.10928,2.09196,2.10928,2.09058
nug08-3rd,misc,29856,148395,4.70201,3.03966,4.70201,3.03225,3.17989,2.95351,3.17989,2.95488,3.87862,3.64091,3.87862,3.56116,3.23700,3.23623,3.23700,3.23623
nw14,misc,123409,904906,4.24912,1.54931,4.24912,1.02811,1.01622,1.01602,1.01622,1.01604,1.01698,1.01685,1.01698,1.01684,4.67915,3.82324,4.67915,3.47547
obstclae,misc,39996,78804,1.07321,1.07006,1.07321,1.07011,1.07431,1.07286,1.07431,1.07286,1.30528,1.30523,1.30528,1.30423,1.07813,1.07658,1.07813,1.07655
ODLIS,misc,2900,16377,3.63103,2.33931,3.63103,2.25207,3.52828,2.69379,3.52828,2.65172,3.26759,2.80621,3.26759,2.8031,2.38862,2.37783,2.38862,2.36621
offshore,misc,259789,1991442,1.22748,1.11875,1.22748,1.11210,1.19220,1.15121,1.19220,1.15033,2.88902,2.41022,2.88902,2.42831,1.16366,1.16157,1.16366,1.15960
oilpan,misc,73752,1761718,1.73300,1.13981,1.73300,1.15030,1.20755,1.16477,1.20755,1.16439,1.51539,1.46716,1.51539,1.4533,1.15841,1.15164,1.15841,1.15110
olafu,misc,16146,499505,1.91001,1.41044,1.91001,1.44513,1.57734,1.47491,1.57734,1.47428,3.82547,3.2037,3.82547,3.01542,1.48222,1.45553,1.48222,1.45395
olesnik0,misc,88263,341593,1.16551,1.06632,1.16551,1.06535,1.13000,1.06381,1.13000,1.06382,1.44703,1.26295,1.44703,1.24246,1.11117,1.10844,1.11117,1.10626
olm5000,misc,5000,9997,1.03240,1.02560,1.03240,1.02560,1.02720,1.02520,1.02720,1.02520,1.0248,1.0248,1.0248,1.0248,1.03800,1.03620,1.03800,1.03200
onera-dual,misc,85567,166817,1.10593,1.10131,1.10593,1.10130,1.10363,1.09829,1.10363,1.09829,1.39914,1.319,1.39914,1.30777,1.12234,1.12135,1.12234,1.12035
onetone1,misc,36057,319665,2.35510,1.66570,2.35510,1.63441,1.63265,1.50790,1.63265,1.50886,2.12025,1.75392,2.12025,1.68611,1.45497,1.45068,1.45497,1.44861
onetone2,misc,36057,206205,1.52908,1.21718,1.52908,1.19641,1.41412,1.30040,1.41412,1.29477,1.64173,1.43603,1.64173,1.22453,1.25071,1.24359,1.25071,1.24298
OPF-10000,misc,43887,211912,1.05703,1.02919,1.05703,1.02960,1.02989,1.02520,1.02989,1.02520,1.13965,1.05865,1.13965,1.04867,1.04979,1.04101,1.04979,1.03491
OPF-3754,misc,15435,71419,1.10502,1.05313,1.10502,1.05300,1.05624,1.04904,1.05624,1.04840,1.16404,1.07865,1.16404,1.07114,1.09109,1.08001,1.09109,1.06568
OPF-6000,misc,29902,136258,1.08147,1.04174,1.08147,1.04307,1.04598,1.03883,1.04598,1.03796,1.17029,1.06876,1.17029,1.05665,1.07120,1.06130,1.07120,1.05351
opsahl-openflights,misc,2919,2918,1.02158,1.02158,1.02158,1.00034,1.02158,1.02158,1.02158,1.02158,1.02158,1.02158,1.02158,1.02158,1.00000,1.00000,1.00000,1.00000
opsahl-ucsocial,misc,1351,1350,1.04589,1.04589,1.04589,1.00074,1.04663,1.04663,1.04663,1.04663,1.04737,1.04737,1.04737,1.04737,1.00000,1.00000,1.00000,1.00000
opsahl-usairport,misc,1479,1478,1.04124,1.04124,1.04124,1.00068,1.04260,1.04260,1.04260,1.04260,1.04327,1.04327,1.04327,1.04327,1.00000,1.00000,1.00000,1.00000
opt1,misc,15449,957603,2.93572,1.90252,2.93572,1.92886,1.99112,1.80318,1.99112,1.79782,4.08732,3.09049,4.08732,3.39692,1.80025,1.74134,1.80025,1.74095
orani678,misc,2529,86768,12.66980,4.89245,12.66980,5.44800,3.97331,3.62223,3.97331,3.60488,6.2068,5.73033,6.2068,5.78213,4.19968,4.11467,4.19968,4.10351
Oregon-1,misc,11174,23409,1.62323,1.19134,1.62323,1.13764,1.48094,1.28208,1.48094,1.28134,1.23474,1.20566,1.23474,1.20405,1.52640,1.48314,1.52640,1.44693
Oregon-2,misc,11461,32730,1.81520,1.24439,1.81520,1.20068,1.67024,1.41390,1.67024,1.39966,1.46697,1.34552,1.46697,1.34936,1.60405,1.54915,1.60405,1.49961
orsreg-1,misc,2205,5964,2.23505,1.61814,2.23505,1.61723,1.65215,1.58503,1.65215,1.58141,2.40227,2.10975,2.40227,2.12063,1.57188,1.56644,1.57188,1.56547
p010,misc,19081,107910,3.17211,1.41706,3.17211,1.45925,1.26571,1.25528,1.26571,1.25528,1.33835,1.33143,1.33835,1.32687,1.97652,1.84356,1.97652,1.82167
p05,misc,9581,53955,3.23369,1.50047,3.23369,1.51790,1.45045,1.39070,1.45045,1.38963,1.62749,1.62749,1.62749,1.62749,1.87705,1.80211,1.87705,1.79140
p2p-Gnutella04,misc,10876,39994,4.18293,2.76113,4.18293,2.75349,3.16149,2.81016,3.16149,2.81194,3.49448,3.06694,3.49448,3.01775,2.68803,2.68619,2.68803,2.68104
p2p-Gnutella05,misc,8846,31839,4.10648,2.71739,4.10648,2.71162,3.06846,2.76413,3.06846,2.76170,3.39622,2.9931,3.39622,2.94856,2.63599,2.63271,2.63599,2.62763
p2p-Gnutella06,misc,8717,31525,4.06509,2.70804,4.06509,2.70414,3.09423,2.77367,3.09423,2.76969,3.42193,3.00252,3.42193,2.95388,2.64999,2.64804,2.64999,2.64126
p2p-Gnutella08,misc,6301,20777,3.72195,2.43501,3.72195,2.43342,2.71590,2.47902,2.71590,2.47886,3.02381,2.68005,3.02381,2.64466,2.37280,2.36788,2.37280,2.36407
p2p-Gnutella09,misc,8114,26013,3.63676,2.38625,3.63676,2.38945,2.66744,2.42265,2.66744,2.42366,2.96438,2.61967,2.96438,2.5859,2.35174,2.34767,2.35174,2.34528
p2p-Gnutella24,misc,26518,65369,2.92262,2.04982,2.92262,2.04574,2.15812,2.04050,2.15812,2.04076,2.43469,2.1746,2.43469,2.15284,2.01686,2.01527,2.01686,2.00928
p2p-Gnutella25,misc,22687,54705,2.81849,1.99361,2.81849,1.99176,2.09583,1.99259,2.09583,1.99167,2.38784,2.1131,2.38784,2.10416,1.97320,1.97170,1.97320,1.96575
p2p-Gnutella30,misc,36682,88328,2.76228,1.94496,2.76228,1.94226,2.05711,1.94799,2.05711,1.94804,2.36069,2.10588,2.36069,2.07205,1.93302,1.93147,1.93302,1.92604
p2p-Gnutella31,misc,62586,147892,2.76212,1.94205,2.76212,1.93946,2.12357,1.95124,2.12357,1.95157,2.28975,2.0518,2.28975,2.02846,1.91129,1.91010,1.91129,1.90533
p6000,misc,7945,17731,1.75431,1.01850,1.75431,1.00239,1.02152,1.01800,1.02152,1.01800,1.01561,1.01561,1.01561,1.01561,2.44783,2.41221,2.44783,2.41208
para-10,misc,11243,33889,1.18589,1.05968,1.18589,1.05399,1.15352,1.12701,1.15352,1.12577,1.1352,1.10389,1.1352,1.10104,1.10353,1.08616,1.10353,1.08281
para-4,misc,68756,461951,1.69866,1.13424,1.69866,1.11657,1.36747,1.25397,1.36747,1.25473,1.85739,1.46123,1.85739,1.47308,1.16900,1.16671,1.16900,1.16433
para-5,misc,11157,33374,1.18616,1.06050,1.18616,1.05199,1.15515,1.13373,1.15515,1.12969,1.12584,1.10003,1.12584,1.09429,1.10774,1.08820,1.10774,1.08431
para-6,misc,11142,33289,1.20041,1.06184,1.20041,1.05708,1.16272,1.14019,1.16272,1.13813,1.12323,1.09882,1.12323,1.09828,1.10968,1.08850,1.10968,1.08024
para-7,misc,11139,33273,1.18494,1.06123,1.18494,1.05036,1.15684,1.13044,1.15684,1.12757,1.12515,1.09776,1.12515,1.09462,1.10342,1.08065,1.10342,1.07846
para-8,misc,11278,34138,1.19498,1.06455,1.19498,1.05409,1.14923,1.13123,1.14923,1.13079,1.13274,1.10489,1.13274,1.09957,1.10578,1.08574,1.10578,1.08288
para-9,misc,11239,33863,1.18783,1.06033,1.18783,1.05303,1.17635,1.13800,1.17635,1.13729,1.134,1.10535,1.134,1.10366,1.10588,1.08549,1.10588,1.08052
