name,dom,V,E,MS_bef_MoveBlockG,MS_aft_MoveBlockG,MS_bef_MoveBlockF,MS_aft_MoveBlockF,SPAC_bef_MoveBlockG,SPAC_aft_MoveBlockG,SPAC_bef_MoveBlockF,SPAC_aft_MoveBlockF,SHEEP_bef_MoveBlockG,SHEEP_aft_MoveBlockG,SHEEP_bef_MoveBlockF,SHEEP_aft_MoveBlockF,NE_bef_MoveBlockG,NE_aft_MoveBlockG,NE_bef_MoveBlockF,NE_aft_MoveBlockF
ex20,misc,2203,33889,3.26918,1.91285,3.26918,2.05220,1.98227,1.73626,1.98227,1.68626,3.55606,2.77485,3.55606,2.46391,1.87018,1.76487,1.87018,1.70885
ex23,misc,1409,21147,3.91270,2.21292,3.91270,2.29383,2.24978,1.92996,2.24978,1.91187,3.41022,2.77005,3.41022,2.55004,2.12420,1.95813,2.12420,1.90463
ex24,misc,2283,23227,2.53920,1.64345,2.53920,1.62768,1.86360,1.58562,1.86360,1.56418,2.53351,2.08936,2.53351,1.85107,1.66229,1.57477,1.66229,1.56023
ex26,misc,2163,45935,4.34304,2.34905,4.34304,2.39852,2.52185,2.00322,2.52185,1.94945,4.90522,3.68701,4.90522,3.454,2.18816,2.08287,2.18816,2.04623
ex28,misc,2603,37589,2.69766,1.63427,2.69766,1.82904,1.81400,1.59524,1.81400,1.53804,2.52632,2.10565,2.52632,1.94698,1.66078,1.56665,1.66078,1.53276
ex29,misc,2691,10442,1.99518,1.34820,1.99518,1.34708,1.48792,1.42958,1.48792,1.42772,1.90487,1.89781,1.90487,1.88294,1.39093,1.38722,1.39093,1.38049
ex3,misc,1821,25432,2.99231,1.89017,2.99231,1.90445,1.95181,1.76161,1.95181,1.74817,2.97584,2.33059,2.97584,2.28995,1.92092,1.79811,1.92092,1.75783
ex31,misc,3909,55724,2.56076,1.60041,2.56076,1.66999,1.72582,1.54656,1.72582,1.51500,2.71937,2.16628,2.71937,2.077,1.59683,1.53620,1.59683,1.53006
ex33,misc,1733,10228,1.96307,1.53376,1.96307,1.55626,1.74374,1.58915,1.74374,1.58915,2.3416,2.04097,2.3416,1.95903,1.56953,1.53837,1.56953,1.53429
ex35,misc,19548,104246,1.19107,1.11075,1.19107,1.11198,1.13444,1.13055,1.13444,1.13055,1.30361,1.26054,1.30361,1.24939,1.16211,1.16046,1.16211,1.15838
ex36,misc,3079,25382,2.12472,1.44430,2.12472,1.43521,1.55471,1.43939,1.55471,1.42582,2.35401,1.92433,2.35401,1.81487,1.50536,1.46370,1.50536,1.43780
ex37,misc,1914,32013,3.88192,2.28474,3.88192,2.20324,2.27939,1.98351,2.27939,1.94940,5.07628,3.72989,5.07628,3.56008,2.03448,1.95781,2.03448,1.92215
ex3sta1,misc,17516,68764,3.53084,2.21557,3.53084,2.21198,2.16384,2.06405,2.16384,2.06317,3.06817,2.78865,3.06817,2.71974,2.30629,2.30457,2.30629,2.30446
EX4,misc,2600,35880,8.72808,4.72308,8.72808,4.71885,5.61265,4.70337,5.61265,4.68926,8.56077,6.68462,8.56077,6.95769,4.28846,4.24860,4.28846,4.24192
ex40,misc,7740,225136,3.23320,1.96111,3.23320,2.22248,2.51118,2.06003,2.51118,2.05423,6.36098,5.20646,6.36098,4.87984,2.04173,2.02183,2.04173,2.01717
EX5,misc,6545,147840,11.32380,5.06692,11.32380,5.21421,6.06369,5.09018,6.06369,5.17511,11.0217,8.04309,11.0217,8.67578,3.80061,3.77143,3.80061,3.76687
EX6,misc,6545,147840,11.29200,5.02108,11.29200,5.09060,6.24225,5.25289,6.24225,5.37849,11.0597,8.1071,11.0597,8.81925,3.90328,3.87532,3.90328,3.87440
ex7,misc,1633,26455,4.12064,2.34966,4.12064,2.33987,2.26074,1.94943,2.26074,1.89321,5.03307,3.71892,5.03307,3.82425,2.16105,2.04164,2.16105,2.05013
ex8,misc,3096,51624,3.01776,1.83333,3.01776,1.84367,2.10204,1.79258,2.10204,1.76194,4.11337,3.27358,4.11337,3.25194,1.77390,1.71027,1.77390,1.70736
ex9,misc,3363,48054,2.38388,1.51175,2.38388,1.55159,1.73439,1.57595,1.73439,1.56261,2.39251,2.09634,2.39251,2.09158,1.60630,1.52224,1.60630,1.49628
exdata-1,misc,6001,1131750,21.78527,16.75790,21.78527,4.96751,4.21925,4.09870,4.21925,3.72391,11.5374,11.5374,11.5374,9.68105,9.84003,9.84003,9.84003,9.25646
extr1,misc,2837,11380,3.44635,2.29503,3.44635,2.28869,2.36573,2.23775,2.36573,2.23558,3.55058,3.09306,3.55058,2.9785,2.47162,2.46140,2.47162,2.45951
extr1b,misc,2836,11379,3.45124,2.29408,3.45124,2.28597,2.36102,2.22522,2.36102,2.22451,3.52504,3.12377,3.52504,3.04302,2.50599,2.49753,2.50599,2.49619
f855-mat9-I,misc,2511,170692,31.97350,24.59500,31.97350,7.63998,7.95424,7.72698,7.95424,6.64604,19.64,19.64,19.64,16.1888,7.02429,6.99681,7.02429,6.90413
f855-mat9,misc,2511,168616,33.43184,25.71680,33.43184,7.93827,7.81708,7.59374,7.81708,6.72485,17.4883,12.4472,17.4883,14.824,6.99801,6.92871,6.99801,6.91928
FA,misc,10617,63788,3.73486,2.50758,3.73486,2.45361,3.88952,3.08081,3.88952,3.07055,4.42818,3.69897,4.42818,3.70623,2.58096,2.57473,2.58096,2.56843
facebook-wosn-links,misc,45093,45092,1.00140,1.00140,1.00140,1.00002,1.00140,1.00140,1.00140,1.00140,1.00137,1.00137,1.00137,1.00137,1.00000,1.00000,1.00000,1.00000
facebook-wosn-wall,misc,42391,42390,1.00149,1.00149,1.00149,1.00002,1.00149,1.00149,1.00149,1.00149,1.00146,1.00146,1.00146,1.00146,1.00000,1.00000,1.00000,1.00000
fd12,misc,7500,28458,3.75613,2.56293,3.75613,2.55880,2.83402,2.59801,2.83402,2.59883,3.25173,3.0772,3.25173,3.0784,2.73293,2.73173,2.73293,2.72972
fd15,misc,11532,44206,3.71095,2.52350,3.71095,2.52281,2.79563,2.57168,2.79563,2.56999,3.19355,3.02792,3.19355,3.00911,2.73110,2.72954,2.73110,2.72805
fd18,misc,16428,63405,3.68048,2.48649,3.68048,2.48423,2.79144,2.55372,2.79144,2.55336,3.2041,3.06866,3.2041,3.0627,2.71804,2.71719,2.71804,2.71640
fe-4elt2,misc,11143,32818,1.17886,1.12654,1.17886,1.12573,1.18272,1.14754,1.18272,1.14727,1.75527,1.4961,1.75527,1.49601,1.14772,1.14448,1.14772,1.14296
fe-body,misc,44775,163734,1.13385,1.06919,1.13385,1.06640,1.05889,1.05630,1.05889,1.05648,1.36047,1.1458,1.36047,1.14484,1.08505,1.08188,1.08505,1.07577
fe-ocean,misc,143437,409593,1.14658,1.12933,1.14658,1.12919,1.13426,1.12741,1.13426,1.12739,2.01541,1.68061,2.01541,1.7202,1.12124,1.12083,1.12124,1.11987
fe-rotor,misc,99617,662431,1.25527,1.14267,1.25527,1.13753,1.23566,1.16547,1.23566,1.16360,2.96094,2.51364,2.96094,2.18811,1.16230,1.16128,1.16230,1.16105
fe-sphere,misc,16386,49152,1.18101,1.13231,1.18101,1.13029,1.17954,1.15336,1.17954,1.15275,1.66825,1.66575,1.66825,1.66551,1.14421,1.14177,1.14421,1.13865
fe-tooth,misc,78136,452591,1.25431,1.14582,1.25431,1.14390,1.20267,1.15046,1.20267,1.14969,2.80275,2.14662,2.80275,2.08842,1.16817,1.16727,1.16817,1.16684
FEM-3D-thermal1,misc,17880,206430,1.78898,1.41085,1.78898,1.43451,1.65968,1.55162,1.65968,1.55094,1.99049,1.89877,1.99049,1.89105,1.61678,1.61437,1.61678,1.61337
FEM-3D-thermal2,misc,24283,267355,1.99527,1.28217,1.99527,1.30614,1.41685,1.36663,1.41685,1.36663,1.61459,1.56908,1.61459,1.56167,1.44517,1.44348,1.44517,1.43829
fem-filter,misc,74062,828572,1.97217,1.25061,1.97217,1.27176,1.28324,1.26147,1.28324,1.26310,3.97509,3.11662,3.97509,3.18121,1.27203,1.22083,1.27203,1.21560
filter2D,misc,1668,4541,1.83933,1.29017,1.83933,1.28297,1.39329,1.33094,1.39329,1.32854,2.1301,1.68525,2.1301,1.56894,1.32494,1.31592,1.32494,1.31115
filter3D,misc,106437,1300371,1.71129,1.14069,1.71129,1.14639,1.24659,1.17561,1.24659,1.17481,3.55862,3.04112,3.55862,2.84861,1.22161,1.21623,1.22161,1.21233
finan512,misc,74752,261120,1.10029,1.05944,1.10029,1.05866,1.08766,1.05285,1.08766,1.05279,1.6043,1.5577,1.6043,1.53164,1.20630,1.20425,1.20630,1.20265
finance256,misc,37376,130560,1.19026,1.11406,1.19026,1.11376,1.16885,1.09862,1.16885,1.09867,1.62955,1.59693,1.62955,1.54797,1.32778,1.32633,1.32778,1.32630
flickr-groupmemberships,misc,395980,395979,1.00016,1.00016,1.00016,1.00000,1.00016,1.00016,1.00016,1.00016,1.00016,1.00016,1.00016,1.00016,1.00000,1.00000,1.00000,1.00000
flickr-links,misc,2956,2955,1.02131,1.02131,1.02131,1.00034,1.02131,1.02131,1.02131,1.02131,1.02097,1.02097,1.02097,1.02097,1.00000,1.00000,1.00000,1.00000
flickr,misc,757212,1371820,1.20179,1.14434,1.20179,1.14306,1.18624,1.15600,1.18624,1.15593,1.39406,1.28072,1.39406,1.26736,1.16730,1.16419,1.16730,1.15911
flickrEdges,misc,74592,74591,1.00084,1.00084,1.00084,1.00001,1.00084,1.00084,1.00084,1.00084,1.00083,1.00083,1.00083,1.00083,1.00000,1.00000,1.00000,1.00000
flower-4-4,misc,5529,16428,3.09118,2.15301,3.09118,2.15175,2.28193,2.12892,2.28193,2.12726,2.67553,2.42033,2.67553,2.42449,2.28956,2.28540,2.28956,2.28498
flower-5-4,misc,14721,43925,2.96886,2.08097,2.96886,2.08002,2.23353,2.07860,2.23353,2.07900,2.65417,2.41689,2.65417,2.41084,2.23225,2.23073,2.23225,2.23069
flower-7-4,misc,67593,202212,2.89337,2.04484,2.89337,2.04360,2.16821,2.01881,2.16821,2.01910,2.63453,2.40012,2.63453,2.39801,2.18175,2.18141,2.18175,2.18128
flower-8-4,misc,125361,375252,2.88102,2.03030,2.88102,2.02845,2.15688,2.01072,2.15688,2.01175,2.64019,2.39802,2.64019,2.39296,2.18096,2.18079,2.18096,2.18077
flowmeter0,misc,9669,28861,1.21667,1.15658,1.21667,1.15389,1.21098,1.18782,1.21098,1.18761,1.3657,1.33602,1.3657,1.32599,1.17634,1.17438,1.17634,1.17055
flowmeter5,misc,9669,28861,1.21667,1.15658,1.21667,1.15389,1.21098,1.18782,1.21098,1.18761,1.3657,1.33602,1.3657,1.32599,1.17716,1.17508,1.17716,1.16858
foldoc,misc,13356,91471,3.55548,2.47132,3.55548,2.42812,3.04324,2.52670,3.04324,2.52159,4.29987,3.51071,4.29987,3.34486,2.43239,2.42932,2.43239,2.42910
fome11,misc,24460,71260,3.13919,2.20495,3.13919,2.20041,2.37113,2.17361,2.37113,2.17211,2.82563,2.51832,2.82563,2.49767,2.30916,2.30863,2.30916,2.30859
fome12,misc,48920,142524,2.99229,2.10184,2.99229,2.09883,2.21906,2.03335,2.21906,2.03333,2.74747,2.47729,2.74747,2.4527,2.29325,2.29278,2.29325,2.29241
fome13,misc,97840,285052,2.89241,2.00310,2.89241,1.99935,2.07116,1.90519,2.07116,1.90489,2.65137,2.43632,2.65137,2.35606,2.15794,2.15750,2.15794,2.15738
fome20,misc,108175,232644,1.93466,1.43772,1.93466,1.43702,1.42748,1.40807,1.42748,1.40801,1.7666,1.65712,1.7666,1.64724,1.61872,1.61784,1.61872,1.61729
fome21,misc,216350,465292,1.87074,1.38946,1.87074,1.38863,1.37382,1.35817,1.37382,1.35827,1.73698,1.63071,1.73698,1.61831,1.59275,1.59225,1.59275,1.59143
ford1,misc,18728,41424,1.09964,1.08634,1.09964,1.08591,1.08549,1.07887,1.08549,1.07876,1.35263,1.20403,1.35263,1.18865,1.11160,1.10893,1.11160,1.10459
ford2,misc,100196,222246,1.04597,1.04105,1.04597,1.04103,1.03985,1.03823,1.03985,1.03822,1.21604,1.11612,1.21604,1.09737,1.06641,1.06412,1.06641,1.06034
fp,misc,7548,522467,12.92508,9.94237,12.92508,2.96714,4.18956,4.06986,4.18956,3.43378,7.09406,6.48291,7.09406,6.05379,2.45827,2.45827,2.45827,2.42289
fpga-trans-02,misc,1220,3114,2.19614,1.36066,2.19614,1.33443,1.43471,1.32433,1.43471,1.32516,1.46639,1.42705,1.46639,1.33934,1.37869,1.34344,1.37869,1.31972
Franz10,misc,19588,97505,3.35302,2.42250,3.35302,2.40178,2.62999,2.44257,2.62999,2.44054,2.66474,2.54462,2.66474,2.53329,2.46406,2.45895,2.46406,2.45637
Franz11,misc,47104,329613,4.99709,3.68262,4.99709,3.66360,3.71982,3.41708,3.71982,3.41953,4.34861,3.89355,4.34861,3.85417,3.71102,3.71037,3.71102,3.71022
Franz2,misc,4480,21488,5.44085,3.68326,5.44085,3.68036,4.05165,3.71526,4.05165,3.71230,4.89487,4.22746,4.89487,4.14598,3.69062,3.68705,3.69062,3.68482
Franz4,misc,6784,46457,5.16023,3.84994,5.16023,3.83269,4.02712,3.62864,4.02712,3.63150,4.67585,4.28405,4.67585,4.14976,3.76047,3.75558,3.76047,3.75427
Franz5,misc,7382,43916,4.12043,2.97182,4.12043,2.97684,3.07206,2.82981,3.07206,2.82994,3.20685,2.99431,3.20685,2.94392,3.13005,3.12422,3.13005,3.12086
Franz6,misc,7576,45242,4.30570,3.16513,4.30570,3.15272,3.30010,3.00534,3.30010,3.01355,3.72677,3.39256,3.72677,3.34556,3.19654,3.18780,3.19654,3.18572
Franz7,misc,10162,40421,4.05492,2.55334,4.05492,2.54340,2.02685,1.89035,2.02685,1.89105,2.54241,2.4691,2.54241,2.45168,2.15420,2.13578,2.15420,2.13541
Franz8,misc,16728,99644,4.10695,3.13486,4.10695,3.12841,3.17888,2.88506,3.17888,2.88616,3.58806,3.22017,3.58806,3.17013,3.12410,3.12004,3.12410,3.11986
Franz9,misc,19588,97505,3.33015,2.41423,3.33015,2.40060,2.36963,2.18898,2.36963,2.18872,2.65897,2.52874,2.65897,2.51634,2.45390,2.44711,2.45390,2.44693
fs-EAT-SR,misc,23218,304934,7.43402,3.73882,7.43402,3.57705,5.89330,4.90495,5.89330,4.87314,7.06099,5.51654,7.06099,5.96287,3.64820,3.64530,3.64820,3.64493
fs-FA,misc,10617,63788,3.73486,2.50758,3.73486,2.45361,3.88952,3.08081,3.88952,3.07055,4.42818,3.69897,4.42818,3.70623,2.59056,2.58621,2.59056,2.57756
fv1,misc,9604,37830,1.27239,1.18534,1.27239,1.18430,1.26395,1.23667,1.26395,1.23605,1.64411,1.64338,1.64411,1.63796,1.23574,1.23397,1.23574,1.23363
fv2,misc,9801,38612,1.27660,1.18600,1.27660,1.18539,1.25967,1.23151,1.25967,1.23140,1.6381,1.63728,1.6381,1.63004,1.21416,1.21304,1.21416,1.21150
fv3,misc,9801,38612,1.27660,1.18600,1.27660,1.18539,1.25967,1.23151,1.25967,1.23140,1.6381,1.63728,1.6381,1.63004,1.21457,1.21396,1.21457,1.21079
fxm2-16,misc,7335,32972,2.45609,1.61036,2.45609,1.60204,1.71908,1.62296,1.71908,1.62227,2.98419,2.43776,2.98419,2.37778,1.82522,1.81568,1.82522,1.80739
fxm2-6,misc,2845,12812,2.44042,1.92337,2.44042,1.92689,2.05128,1.92097,2.05128,1.91523,3.15993,2.64815,3.15993,2.56028,2.10931,2.08963,2.10931,2.08279
fxm3-16,misc,85575,392250,1.28546,1.22532,1.28546,1.22390,1.21198,1.19953,1.21198,1.19958,2.75413,2.25377,2.75413,2.18322,1.43660,1.43334,1.43660,1.42734
fxm3-6,misc,5026,44500,1.62833,1.29427,1.62833,1.28372,1.43858,1.32746,1.43858,1.28585,3.25686,2.97712,3.25686,2.1152,1.38758,1.33849,1.38758,1.31178
fxm4-6,misc,47185,265440,1.78870,1.29138,1.78870,1.28946,1.26366,1.24544,1.26366,1.24451,3.17554,2.62206,3.17554,2.51942,1.60134,1.59359,1.60134,1.58915
G2-circuit,misc,150102,288286,1.05611,1.05371,1.05611,1.05370,1.05580,1.05516,1.05580,1.05516,1.44505,1.33366,1.44505,1.26479,1.07380,1.07326,1.07380,1.07263
G22,misc,2000,19990,8.77100,5.97800,8.77100,5.95200,7.84508,6.46068,7.84508,6.47802,9.2055,7.752,9.2055,7.551,5.75950,5.73299,5.75950,5.72700
G23,misc,2000,19990,8.76800,5.99700,8.76800,5.97300,7.82303,6.49179,7.82303,6.48822,9.2765,7.791,9.2765,7.5585,5.83200,5.79750,5.83200,5.78594
G24,misc,2000,19990,8.77850,5.97800,8.77850,5.97950,7.86188,6.45507,7.86188,6.47751,9.219,7.8395,9.219,7.555,5.81450,5.77850,5.81450,5.78943
G25,misc,2000,19990,8.78100,5.98950,8.78100,5.97550,7.83615,6.43263,7.83615,6.45099,9.256,7.828,9.256,7.532,5.79150,5.76300,5.79150,5.75300
G26,misc,2000,19990,8.83900,6.02500,8.83900,5.98500,7.83300,6.50352,7.83300,6.46833,9.217,7.8015,9.217,7.5015,5.79750,5.77500,5.79750,5.76885
G27,misc,2000,19990,8.77100,5.97800,8.77100,5.95200,7.84508,6.46068,7.84508,6.47802,9.2055,7.752,9.2055,7.551,5.80250,5.76700,5.80250,5.77540
G28,misc,2000,19990,8.80850,5.98500,8.80850,5.96700,7.84455,6.49842,7.84455,6.47853,9.238,7.837,9.238,7.5585,5.79450,5.76748,5.79450,5.75100
G29,misc,2000,19990,8.77850,5.97800,8.77850,5.97950,7.86188,6.45507,7.86188,6.47751,9.219,7.8395,9.219,7.555,5.82750,5.79950,5.82750,5.79489
G3-circuit,misc,82734,164136,1.04558,1.04320,1.04558,1.04320,1.04479,1.04442,1.04479,1.04442,1.09492,1.09341,1.09492,1.09334,1.04627,1.04550,1.04627,1.04533
G30,misc,2000,19990,8.78100,5.98950,8.78100,5.97550,7.83615,6.43263,7.83615,6.45099,9.256,7.828,9.256,7.532,5.79000,5.76245,5.79000,5.76100
G31,misc,2000,19990,8.83900,6.02500,8.83900,5.98500,7.83300,6.50352,7.83300,6.46833,9.217,7.8015,9.217,7.5015,5.77500,5.73796,5.77500,5.74300
g3rmt3m3,misc,5357,101169,2.08307,1.50177,2.08307,1.56786,1.74190,1.57370,1.74190,1.56836,2.05936,1.88949,2.05936,1.86914,1.56562,1.50569,1.56562,1.48250
G56,misc,4969,12498,3.03900,2.28356,3.03900,2.28336,2.30630,2.26545,2.30630,2.26565,2.75086,2.39746,2.75086,2.38619,2.30107,2.30006,2.30107,2.29946
G58,misc,5000,29570,3.96300,2.62380,3.96300,2.58800,3.99920,3.24340,3.99920,3.19840,4.1264,3.5354,4.1264,3.3604,2.66220,2.65495,2.66220,2.65440
G59,misc,5000,29570,3.96300,2.62380,3.96300,2.58800,3.99920,3.24340,3.99920,3.19840,4.1264,3.5354,4.1264,3.3604,2.64980,2.64339,2.64980,2.64320
G60,misc,6957,17148,2.96625,2.23257,2.96625,2.23228,2.25341,2.22208,2.25341,2.22208,2.70591,2.35216,2.70591,2.34843,2.25456,2.25399,2.25456,2.25369
G61,misc,6957,17148,2.96625,2.23257,2.96625,2.23228,2.25341,2.22208,2.25341,2.22208,2.70591,2.35216,2.70591,2.34843,2.25844,2.25815,2.25844,2.25715
G62,misc,7000,14000,1.20086,1.18843,1.20086,1.18843,1.20043,1.19314,1.20043,1.19314,1.63014,1.40514,1.63014,1.402,1.18514,1.18386,1.18514,1.18128
G63,misc,7000,41459,3.95100,2.61343,3.95100,2.57957,3.96271,3.21486,3.96271,3.17914,4.08614,3.56043,4.08614,3.34057,2.63900,2.63227,2.63900,2.63314
G64,misc,7000,41459,3.95100,2.61343,3.95100,2.57957,3.96271,3.21486,3.96271,3.18000,4.08614,3.56043,4.08614,3.34057,2.63557,2.62971,2.63557,2.62957
G65,misc,8000,16000,1.19162,1.17788,1.19162,1.17775,1.18975,1.18450,1.18975,1.18450,1.63013,1.40325,1.63013,1.40037,1.17075,1.16938,1.17075,1.16813
G66,misc,9000,18000,1.17889,1.16567,1.17889,1.16567,1.17689,1.17089,1.17689,1.17089,1.69978,1.41067,1.69978,1.36811,1.16422,1.16278,1.16422,1.16089
G67,misc,10000,20000,1.16980,1.16040,1.16980,1.16050,1.16580,1.16040,1.16580,1.16040,1.6301,1.4002,1.6301,1.3966,1.15590,1.15379,1.15590,1.15010
g7jac010,misc,2880,16160,2.41458,1.83542,2.41458,1.81771,2.03620,1.84379,2.03620,1.82219,3.28889,2.81285,3.28889,2.69583,1.86007,1.83771,1.86007,1.82882
g7jac010sc,misc,2880,16160,2.41458,1.83542,2.41458,1.81771,2.03620,1.84379,2.03620,1.82219,3.28889,2.81285,3.28889,2.69583,1.86701,1.85457,1.86701,1.85000
g7jac020,misc,5850,38390,2.24103,1.69778,2.24103,1.66855,1.85106,1.68849,1.85106,1.67454,3.6065,3.03726,3.6065,2.94359,1.73966,1.72855,1.73966,1.71745
g7jac020sc,misc,5850,38390,2.24103,1.69778,2.24103,1.66855,1.85106,1.68849,1.85106,1.67454,3.6065,3.03726,3.6065,2.94359,1.76359,1.75350,1.76359,1.74920
g7jac040,misc,11790,100396,2.07430,1.56573,2.07430,1.54156,1.71366,1.58260,1.71366,1.57776,4.08601,3.41069,4.08601,3.37863,1.71128,1.70295,1.71128,1.69813
g7jac040sc,misc,11790,100396,2.07430,1.56573,2.07430,1.54156,1.71366,1.58260,1.71366,1.57776,4.08601,3.41069,4.08601,3.37846,1.69169,1.68380,1.69169,1.68083
g7jac050sc,misc,14760,140115,2.03198,1.52276,2.03198,1.52161,1.69252,1.56725,1.69252,1.55965,4.24831,3.55562,4.24831,3.56558,1.71477,1.70663,1.71477,1.70196
g7jac060,misc,17730,181841,2.07992,1.55110,2.07992,1.52978,1.64559,1.52126,1.64559,1.51712,4.23739,3.63728,4.23739,3.62092,1.70085,1.69289,1.70085,1.68853
g7jac060sc,misc,17730,181841,2.07992,1.55110,2.07992,1.52978,1.64559,1.52126,1.64559,1.51712,4.23739,3.63728,4.23739,3.62092,1.66148,1.65612,1.66148,1.64749
g7jac080,misc,23670,265301,2.03591,1.49083,2.03591,1.46992,1.61018,1.48812,1.61018,1.48295,4.0752,3.43283,4.0752,3.58728,1.64161,1.63473,1.64161,1.63154
g7jac080sc,misc,23670,265301,2.03591,1.49083,2.03591,1.46992,1.61018,1.48812,1.61018,1.48295,4.0752,3.43283,4.0752,3.58728,1.64056,1.63374,1.64056,1.63342
g7jac100,misc,29610,348761,1.99669,1.49284,1.99669,1.47805,1.57801,1.46669,1.57801,1.45814,3.79125,3.20297,3.79125,3.37649,1.63631,1.63063,1.63631,1.62901
g7jac100sc,misc,29610,348761,1.99669,1.49284,1.99669,1.47805,1.57801,1.46669,1.57801,1.45814,3.79125,3.20297,3.79125,3.37649,1.58061,1.57563,1.58061,1.57217
g7jac120,misc,35550,432221,1.91927,1.46166,1.91927,1.43263,1.56729,1.44617,1.56729,1.44134,3.61651,3.08509,3.61651,3.20788,1.55696,1.55156,1.55696,1.55149
g7jac120sc,misc,35550,432221,1.91927,1.46166,1.91927,1.43263,1.56729,1.44617,1.56729,1.44134,3.61651,3.08509,3.61651,3.20788,1.60515,1.59975,1.60515,1.59675
g7jac140,misc,41490,515681,1.92492,1.46040,1.92492,1.43815,1.52328,1.41485,1.52328,1.40870,3.52082,3.04618,3.52082,3.14172,1.59448,1.58838,1.59448,1.58445
g7jac140sc,misc,41490,515681,1.92492,1.46040,1.92492,1.43815,1.52328,1.41485,1.52328,1.40870,3.52082,3.04618,3.52082,3.14172,1.54015,1.53695,1.54015,1.53365
g7jac160,misc,47430,599141,1.84879,1.42226,1.84879,1.40557,1.50683,1.39572,1.50683,1.39157,3.43922,2.97147,3.43922,3.06175,1.55798,1.55518,1.55798,1.55143
g7jac160sc,misc,47430,599141,1.84879,1.42226,1.84879,1.40557,1.50683,1.39572,1.50683,1.39157,3.43922,2.97147,3.43922,3.06175,1.54503,1.54120,1.54503,1.54057
g7jac180,misc,53370,682601,1.81501,1.41518,1.81501,1.38921,1.49027,1.38438,1.49027,1.38226,3.39324,2.9516,3.39324,3.01904,1.55149,1.54442,1.55149,1.54493
g7jac180sc,misc,53370,682601,1.81501,1.41518,1.81501,1.38921,1.49027,1.38438,1.49027,1.38226,3.39324,2.9516,3.39324,3.01904,1.55205,1.54833,1.55205,1.54688
g7jac200,misc,59310,766061,1.78388,1.39228,1.78388,1.36930,1.47937,1.37759,1.47937,1.37099,3.30578,2.84586,3.30578,2.93448,1.57978,1.57426,1.57978,1.57409
g7jac200sc,misc,59310,766061,1.78388,1.39228,1.78388,1.36930,1.47937,1.37759,1.47937,1.37099,3.30578,2.84586,3.30578,2.93448,1.50523,1.49928,1.50523,1.49906
Ga19As19H42,misc,48546,1276087,4.15616,2.49699,4.15616,2.48080,2.52523,2.20073,2.52523,2.19326,6.92786,5.02731,6.92786,5.53384,2.29799,2.29614,2.29799,2.29415
GaAsH6,misc,61349,1660230,4.27549,2.52371,4.27549,2.51898,2.46416,2.15044,2.46416,2.15379,6.60038,5.2394,6.60038,5.28072,2.18320,2.17861,2.18320,2.17766
garon1,misc,3175,42876,2.37921,1.64976,2.37921,1.65449,3.48378,2.38961,3.48378,2.69764,4.96945,3.84472,4.96945,4.04378,1.65134,1.60196,1.65134,1.57921
garon2,misc,13535,188536,1.59143,1.24958,1.59143,1.26945,2.27957,1.59306,2.27957,1.54400,3.77392,3.07676,3.77392,3.20776,1.33232,1.31740,1.33232,1.31607
gas-sensor,misc,66917,818224,2.02947,1.29396,2.02947,1.31608,1.56241,1.45477,1.56241,1.45308,1.92211,1.86814,1.92211,1.86356,1.40411,1.40345,1.40411,1.40183
ge,misc,16369,44599,2.45499,1.78905,2.45499,1.78814,1.85496,1.77031,1.85496,1.77012,2.4591,2.08369,2.4591,2.08589,1.90946,1.90806,1.90946,1.90732
Ge87H76,misc,34775,869097,4.40983,2.62726,4.40983,2.60109,2.69172,2.36898,2.69172,2.36103,7.38879,5.32299,7.38879,5.79712,2.47546,2.47393,2.47546,2.47172
Ge99H100,misc,39230,1147534,4.37227,2.62547,4.37227,2.59684,2.64497,2.31555,2.64497,2.29571,7.69189,5.90438,7.69189,6.05952,2.42962,2.42699,2.42962,2.42615
gemat1,misc,10595,47344,2.89231,1.93705,2.89231,1.84832,2.09197,1.94441,2.09197,1.94306,3.41699,2.85597,3.41699,2.842,2.23945,2.23375,2.23945,2.23001
gemat11,misc,4928,33150,4.08807,2.83076,4.08807,2.82427,3.06733,2.81659,3.06733,2.81369,5.43405,4.54444,5.43405,4.51887,2.99614,2.98336,2.99614,2.98093
gemat12,misc,4929,33078,4.11158,2.83810,4.11158,2.82938,3.05755,2.78808,3.05755,2.78705,5.47109,4.54595,5.47109,4.47352,3.01319,2.99763,3.01319,2.99513
gen,misc,2561,61253,13.83250,4.75400,13.83250,4.86919,4.95317,4.38309,4.95317,4.36955,10.114,7.52519,10.114,8.32761,5.05584,4.91958,5.05584,4.68372
gen1,misc,2561,61253,13.83250,4.75400,13.83250,4.86919,4.95317,4.38309,4.95317,4.36955,10.114,7.52519,10.114,8.32761,4.69856,4.55330,4.69856,4.53019
gen2,misc,3264,79602,11.99420,4.40901,11.99420,4.47151,4.77293,4.23594,4.77293,4.21563,10.386,7.73223,10.386,8.49571,4.58701,4.43357,4.58701,4.30055
gen4,misc,4298,104789,13.09070,4.58958,13.09070,4.44230,4.64389,4.12580,4.64389,4.09234,10.245,7.47813,10.245,8.51047,4.54281,4.46394,4.54281,4.41615
